Item_ID,Item_Name,Category,Dispatch_Date,Dispatch_Quantity,Warehouse,Inbound_Date,Inbound_Quantity,Supplier,Lead_Time_Days,Stock_Level_Before_Dispatch,Stock_Level_After_Dispatch
61801-NEW-028-WOR,Work-In-Progress Item 474,WORK-IN-PROGRESS,2024-04-02,12,Warehouse 2,2024-03-26,17,Supplier C,3,217,192
34701-NEW-720-WOR,Work-In-Progress Item 139,WORK-IN-PROGRESS,2024-04-11,83,Warehouse 2,2024-04-04,90,Supplier E,5,156,144
17480-NEW-496-WOR,Work-In-Progress Item 10,WORK-IN-PROGRESS,2024-06-08,74,Warehouse 1,2024-05-30,88,Supplier E,8,197,184
54866-NEW-212-PAC,Packaging Materials Item 227,PACKAGING MATERIALS,2025-04-28,37,Warehouse 3,2025-04-21,52,Supplier A,8,135,115
80022-024-RBN-SGP-LSS-0120ST-2.0G-PRM,TAG TBAG 100+20/2.0g/24 PREMIUM,FINISHED GOODS,2024-09-18,43,Warehouse 1,2024-09-20,13,Supplier D,5,209,179
54976-NEW-777-WOR,Work-In-Progress Item 37,WORK-IN-PROGRESS,2025-05-15,16,Warehouse 3,2025-05-09,31,Supplier E,3,191,170
97737-NEW-796-CON,Consumables Item 123,CONSUMABLES,2024-05-29,26,Warehouse 1,2024-05-22,40,Supplier B,3,136,119
65221-NEW-477-WOR,Work-In-Progress Item 54,WORK-IN-PROGRESS,2024-03-19,38,Warehouse 1,2024-03-11,39,Supplier C,9,119,106
80316-006-R00-PHL-ADB-0025FE-2.0G-FMDOI,FOIL ENV TBAG 025/2.0g/06 FRUITY MINTY DELICIOUS-ORGANIC INFUSION,FINISHED GOODS,2024-07-29,23,Warehouse 1,2024-07-31,58,Supplier D,12,109,144
12212-NEW-789-PAC,Packaging Materials Item 434,PACKAGING MATERIALS,2024-12-08,29,Warehouse 2,2024-12-01,29,Supplier E,5,176,149
81818-NEW-278-PAC,Packaging Materials Item 299,PACKAGING MATERIALS,2025-07-05,26,Warehouse 3,2025-07-03,31,Supplier C,6,169,156
66029-NEW-338-PAC,Packaging Materials Item 407,PACKAGING MATERIALS,2024-03-25,54,Warehouse 2,2024-03-21,66,Supplier D,4,119,94
75433-NEW-542-PAC,Packaging Materials Item 354,PACKAGING MATERIALS,2025-03-22,37,Warehouse 1,2025-03-19,44,Supplier C,9,124,108
80274-NEW-919-CON,Consumables Item 244,CONSUMABLES,2024-06-28,74,Warehouse 2,2024-06-25,76,Supplier E,9,300,283
80100-012-R00-UZB-AZI-VACCUM-125G-CS,LEAF TEA 125g/12 CEYLON SUPREME,FINISHED GOODS,2024-09-22,48,Warehouse 1,2024-09-18,56,Supplier D,7,225,233
48286-NEW-061-SPA,Spare Parts Item 159,SPARE PARTS,2024-03-16,18,Warehouse 1,2024-03-10,33,Supplier D,6,240,228
45289-NEW-867-CON,Consumables Item 423,CONSUMABLES,2025-09-25,42,Warehouse 3,2025-09-20,43,Supplier A,5,256,243
98182-NEW-660-CON,Consumables Item 495,CONSUMABLES,2024-04-23,20,Warehouse 1,2024-04-20,34,Supplier A,9,255,226
36803-NEW-315-PAC,Packaging Materials Item 120,PACKAGING MATERIALS,2025-06-15,23,Warehouse 2,2025-06-07,27,Supplier B,8,199,177
54934-NEW-302-WOR,Work-In-Progress Item 210,WORK-IN-PROGRESS,2024-03-13,82,Warehouse 1,2024-03-09,79,Supplier E,4,277,270
59946-NEW-179-WOR,Work-In-Progress Item 75,WORK-IN-PROGRESS,2024-08-28,29,Warehouse 2,2024-08-20,40,Supplier E,8,129,106
80184-006-R00-CHN-RCL-0020ST-2.0G-FJAS,EXCEPTIONAL LEAF TBAG 020/2.0g/06 FRAGRANT JASMINE GREEN TEA,FINISHED GOODS,2024-08-21,41,Warehouse 1,2024-08-22,42,Supplier C,8,118,119
93478-NEW-677-PAC,Packaging Materials Item 15,PACKAGING MATERIALS,2024-05-16,94,Warehouse 1,2024-05-07,89,Supplier A,5,225,208
50355-NEW-084-CON,Consumables Item 476,CONSUMABLES,2025-06-04,34,Warehouse 2,2025-06-02,41,Supplier C,7,275,261
57942-NEW-576-PAC,Packaging Materials Item 160,PACKAGING MATERIALS,2024-08-31,94,Warehouse 3,2024-08-29,107,Supplier C,10,165,140
29234-NEW-860-SPA,Spare Parts Item 338,SPARE PARTS,2024-10-29,89,Warehouse 3,2024-10-19,98,Supplier A,2,262,240
43032-NEW-058-WOR,Work-In-Progress Item 425,WORK-IN-PROGRESS,2024-12-09,69,Warehouse 3,2024-12-07,82,Supplier C,2,120,96
77887-NEW-770-PAC,Packaging Materials Item 152,PACKAGING MATERIALS,2025-08-11,99,Warehouse 2,2025-08-02,112,Supplier E,8,300,283
28905-NEW-507-PAC,Packaging Materials Item 484,PACKAGING MATERIALS,2024-01-22,86,Warehouse 2,2024-01-14,95,Supplier C,3,283,277
80145-006-001-000-000-0020FE-2.0G-IB,FOIL ENV TBAG 020/2.0g/06 IRISH BREAKFAST,FINISHED GOODS,2024-03-16,19,Warehouse 1,2024-03-12,10,Supplier E,5,132,123
80026-005-001-000-000-0100ST-2.4G-EX.STR,TAG TBAG 100/2.4g/05 EX STR,FINISHED GOODS,2024-09-13,23,Warehouse 1,2024-09-16,27,Supplier C,4,232,236
24295-NEW-507-SPA,Spare Parts Item 378,SPARE PARTS,2024-11-05,93,Warehouse 1,2024-10-29,94,Supplier B,10,253,227
80022-024-R00-PHL-EIC-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-10-18,35,Warehouse 1,2024-10-18,45,Supplier C,7,460,470
82961-NEW-721-CON,Consumables Item 145,CONSUMABLES,2024-08-11,55,Warehouse 3,2024-08-01,68,Supplier A,7,131,105
85745-NEW-175-SPA,Spare Parts Item 363,SPARE PARTS,2025-03-01,55,Warehouse 2,2025-02-20,61,Supplier C,7,278,266
80624-006-FS0-CHN-RCL-TNCADY-150G-JAS,VIVID T/C 150g/06 JASMINE GREEN TEA,FINISHED GOODS,2024-08-20,36,Warehouse 1,2024-08-12,18,Supplier C,5,219,201
80001-024-R00-MYS-ACC-0030PT-2.0G-PRM,TAGLESS TBAG 030/2.0g/24 PREMIUM,FINISHED GOODS,2024-08-20,40,Warehouse 1,2024-08-28,21,Supplier D,11,280,261
80251-012-R00-RUS-JTC-0020ST-1.5G-LM,TAG TBAG 020/1.5g/12 LEMON,FINISHED GOODS,2024-10-07,29,Warehouse 1,2024-09-27,11,Supplier D,3,473,455
89964-NEW-771-WOR,Work-In-Progress Item 151,WORK-IN-PROGRESS,2024-08-22,35,Warehouse 1,2024-08-18,34,Supplier E,6,126,96
97128-NEW-016-PAC,Packaging Materials Item 212,PACKAGING MATERIALS,2024-11-01,31,Warehouse 1,2024-10-29,35,Supplier D,3,121,93
62398-NEW-173-SPA,Spare Parts Item 92,SPARE PARTS,2025-05-27,39,Warehouse 3,2025-05-22,53,Supplier C,2,135,121
95894-NEW-630-CON,Consumables Item 146,CONSUMABLES,2025-01-26,57,Warehouse 3,2025-01-20,60,Supplier D,8,214,201
98973-NEW-377-WOR,Work-In-Progress Item 280,WORK-IN-PROGRESS,2024-04-24,35,Warehouse 1,2024-04-16,43,Supplier A,5,198,188
95423-NEW-009-PAC,Packaging Materials Item 278,PACKAGING MATERIALS,2024-12-31,30,Warehouse 2,2024-12-29,29,Supplier A,9,182,169
69464-NEW-770-RAW,Raw Materials Item 208,RAW MATERIALS,2024-11-25,80,Warehouse 2,2024-11-23,83,Supplier B,5,213,207
80251-012-R00-RUS-JTC-0020ST-1.5G-LM,TAG TBAG 020/1.5g/12 LEMON,FINISHED GOODS,2024-01-25,20,Warehouse 1,2024-01-27,55,Supplier E,4,455,490
28819-NEW-146-CON,Consumables Item 338,CONSUMABLES,2024-08-27,29,Warehouse 3,2024-08-21,43,Supplier A,9,171,161
46016-NEW-640-SPA,Spare Parts Item 384,SPARE PARTS,2024-01-23,38,Warehouse 1,2024-01-19,50,Supplier D,7,111,101
37206-NEW-137-RAW,Raw Materials Item 323,RAW MATERIALS,2024-09-27,61,Warehouse 3,2024-09-22,64,Supplier B,4,242,236
24513-NEW-810-SPA,Spare Parts Item 215,SPARE PARTS,2024-02-13,90,Warehouse 2,2024-02-07,96,Supplier D,3,294,288
30504-NEW-170-CON,Consumables Item 17,CONSUMABLES,2025-04-28,35,Warehouse 2,2025-04-19,36,Supplier C,2,181,161
46527-NEW-360-PAC,Packaging Materials Item 38,PACKAGING MATERIALS,2024-06-11,48,Warehouse 1,2024-06-04,60,Supplier E,7,273,260
10336-NEW-377-CON,Consumables Item 282,CONSUMABLES,2025-06-25,69,Warehouse 3,2025-06-23,74,Supplier D,3,188,182
80022-024-002-000-000-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-05-12,49,Warehouse 1,2024-05-07,53,Supplier B,8,472,476
81352-NEW-472-WOR,Work-In-Progress Item 415,WORK-IN-PROGRESS,2024-08-13,53,Warehouse 2,2024-08-09,52,Supplier A,9,233,221
80342-012-R00-UZB-AZI-0025ST-2.0G-SGT,TAG TBAG 025/2.0g/12 SENCHA GREEN,FINISHED GOODS,2024-05-05,30,Warehouse 1,2024-05-01,13,Supplier B,5,119,102
77790-NEW-061-PAC,Packaging Materials Item 337,PACKAGING MATERIALS,2025-07-09,12,Warehouse 2,2025-07-06,16,Supplier A,9,140,125
80316-006-R00-PHL-ADB-0025FE-2.0G-FMDOI,FOIL ENV TBAG 025/2.0g/06 FRUITY MINTY DELICIOUS-ORGANIC INFUSION,FINISHED GOODS,2024-07-01,34,Warehouse 1,2024-06-21,58,Supplier B,6,142,166
80021-012-R00-AUS-DAU-0050ST-2.0G-PRM,TAG TBAG 050/2.0g/12 PREMIUM,FINISHED GOODS,2024-08-03,27,Warehouse 1,2024-07-25,23,Supplier E,12,493,489
98999-NEW-264-RAW,Raw Materials Item 410,RAW MATERIALS,2024-09-28,13,Warehouse 2,2024-09-25,11,Supplier C,5,266,238
80110-144-R00-SGP-KUM-0010FE-2.0G-EB,FOIL ENV TBAG 010/2.0g/144 ENGLISH BREAKFAST,FINISHED GOODS,2024-04-13,12,Warehouse 1,2024-04-22,45,Supplier C,11,162,195
59451-NEW-265-CON,Consumables Item 244,CONSUMABLES,2024-05-13,12,Warehouse 2,2024-05-10,27,Supplier C,10,271,256
35157-NEW-592-WOR,Work-In-Progress Item 16,WORK-IN-PROGRESS,2025-09-05,13,Warehouse 3,2025-08-29,10,Supplier E,10,133,106
83617-NEW-203-PAC,Packaging Materials Item 490,PACKAGING MATERIALS,2025-05-18,89,Warehouse 1,2025-05-15,102,Supplier D,2,161,133
12824-NEW-833-RAW,Raw Materials Item 31,RAW MATERIALS,2024-05-24,72,Warehouse 3,2024-05-21,78,Supplier B,6,123,117
58958-NEW-509-SPA,Spare Parts Item 162,SPARE PARTS,2024-01-21,30,Warehouse 3,2024-01-13,26,Supplier E,6,128,114
18003-NEW-677-SPA,Spare Parts Item 270,SPARE PARTS,2025-07-27,11,Warehouse 2,2025-07-20,10,Supplier E,9,105,87
14093-NEW-139-WOR,Work-In-Progress Item 352,WORK-IN-PROGRESS,2024-03-03,21,Warehouse 1,2024-02-22,34,Supplier C,9,246,234
74238-NEW-698-CON,Consumables Item 13,CONSUMABLES,2024-05-13,68,Warehouse 2,2024-05-07,77,Supplier C,2,238,216
30114-NEW-500-SPA,Spare Parts Item 30,SPARE PARTS,2024-10-06,97,Warehouse 2,2024-09-26,98,Supplier D,8,156,132
29650-NEW-406-WOR,Work-In-Progress Item 82,WORK-IN-PROGRESS,2024-05-23,67,Warehouse 2,2024-05-14,76,Supplier E,8,125,120
92839-NEW-686-WOR,Work-In-Progress Item 486,WORK-IN-PROGRESS,2025-04-25,92,Warehouse 3,2025-04-23,99,Supplier A,7,255,244
36641-NEW-331-PAC,Packaging Materials Item 399,PACKAGING MATERIALS,2024-12-14,45,Warehouse 3,2024-12-04,48,Supplier C,3,254,238
80086-012-R00-THA-GPW-0025FE-2.0G-EB,FOIL ENV TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-07-16,27,Warehouse 1,2024-07-13,46,Supplier A,4,388,407
43421-NEW-998-CON,Consumables Item 271,CONSUMABLES,2024-04-21,96,Warehouse 3,2024-04-14,106,Supplier B,9,195,182
42310-NEW-158-PAC,Packaging Materials Item 444,PACKAGING MATERIALS,2024-09-23,14,Warehouse 1,2024-09-19,16,Supplier D,7,102,78
32498-NEW-361-PAC,Packaging Materials Item 334,PACKAGING MATERIALS,2024-04-01,66,Warehouse 2,2024-03-22,68,Supplier A,2,185,168
80426-006-R00-AUS-DAU-0025ST-1.5G-PM,TAG TBAG 025/1.5g/06 PEPPERMINT,FINISHED GOODS,2024-03-03,20,Warehouse 1,2024-03-05,10,Supplier E,7,444,434
56813-NEW-436-RAW,Raw Materials Item 500,RAW MATERIALS,2025-05-18,87,Warehouse 2,2025-05-14,95,Supplier E,10,276,259
80244-012-R00-CZE-ESR-0020ST-1.5G-BC,TAG TBAG 020/1.5g/12 BLACKCURRANT,FINISHED GOODS,2024-01-02,34,Warehouse 1,2024-01-08,27,Supplier E,6,347,340
80022-024-R00-PHL-EIC-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-04-13,37,Warehouse 1,2024-04-13,56,Supplier D,14,485,504
80023-006-R00-NPL-MTL-VACCUM-500G-PRM,LEAF TEA 500g/06 PREMIUM,FINISHED GOODS,2024-05-16,19,Warehouse 1,2024-05-15,30,Supplier D,11,166,177
19194-NEW-780-SPA,Spare Parts Item 408,SPARE PARTS,2024-07-28,10,Warehouse 3,2024-07-22,5,Supplier C,6,156,128
98228-NEW-881-RAW,Raw Materials Item 127,RAW MATERIALS,2024-05-22,30,Warehouse 3,2024-05-12,35,Supplier C,8,121,106
62470-NEW-989-SPA,Spare Parts Item 405,SPARE PARTS,2025-09-25,28,Warehouse 1,2025-09-19,36,Supplier B,7,225,200
34821-NEW-335-CON,Consumables Item 130,CONSUMABLES,2025-08-20,16,Warehouse 1,2025-08-12,23,Supplier A,9,185,156
38340-NEW-621-SPA,Spare Parts Item 95,SPARE PARTS,2024-12-23,30,Warehouse 3,2024-12-18,37,Supplier D,2,183,173
80022-024-R00-AZE-FMC-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM CIS,FINISHED GOODS,2024-09-15,40,Warehouse 1,2024-09-05,22,Supplier B,10,409,391
41083-NEW-715-CON,Consumables Item 253,CONSUMABLES,2024-01-10,100,Warehouse 3,2024-01-05,114,Supplier D,9,164,140
80145-006-001-000-000-0020FE-2.0G-IB,FOIL ENV TBAG 020/2.0g/06 IRISH BREAKFAST,FINISHED GOODS,2024-05-08,23,Warehouse 1,2024-05-04,54,Supplier A,7,101,132
48749-NEW-680-CON,Consumables Item 419,CONSUMABLES,2024-11-28,76,Warehouse 1,2024-11-25,72,Supplier B,6,197,169
51581-NEW-451-WOR,Work-In-Progress Item 238,WORK-IN-PROGRESS,2024-12-07,96,Warehouse 2,2024-12-05,97,Supplier D,8,268,242
80250-012-R00-USA-CVL-0020ST-1.5G-GN.HNY,TAG TBAG 020/1.5g/12 GINGER & HONEY,FINISHED GOODS,2024-06-06,20,Warehouse 1,2024-06-11,51,Supplier D,3,184,215
19244-NEW-096-RAW,Raw Materials Item 197,RAW MATERIALS,2024-09-15,57,Warehouse 2,2024-09-13,56,Supplier D,5,130,119
80106-012-R00-IRN-RSK-0025FE-2.0G-EA,FOIL ENV TBAG 025/2.0g/12 ENGLISH AFTERNOON,FINISHED GOODS,2024-08-10,45,Warehouse 1,2024-08-01,26,Supplier D,10,455,436
17120-NEW-278-SPA,Spare Parts Item 252,SPARE PARTS,2024-03-23,16,Warehouse 1,2024-03-21,30,Supplier B,5,187,161
19973-NEW-734-SPA,Spare Parts Item 171,SPARE PARTS,2024-01-10,28,Warehouse 1,2024-01-05,30,Supplier E,3,111,99
80251-012-R00-RUS-JTC-0020ST-1.5G-LM,TAG TBAG 020/1.5g/12 LEMON,FINISHED GOODS,2024-06-11,18,Warehouse 1,2024-06-02,18,Supplier C,4,485,485
14816-NEW-891-WOR,Work-In-Progress Item 33,WORK-IN-PROGRESS,2024-10-16,45,Warehouse 1,2024-10-11,47,Supplier C,10,152,145
80106-012-R00-CHN-GCM-0025FE-2.0G-EA,FOIL ENV TBAG 025/2.0g/12 ENGLISH AFTERNOON,FINISHED GOODS,2024-06-08,35,Warehouse 1,2024-06-08,32,Supplier E,9,251,248
38060-NEW-432-RAW,Raw Materials Item 62,RAW MATERIALS,2025-09-08,98,Warehouse 2,2025-08-29,112,Supplier A,4,141,117
14944-NEW-947-RAW,Raw Materials Item 245,RAW MATERIALS,2025-01-31,73,Warehouse 1,2025-01-25,70,Supplier C,5,131,109
33668-NEW-908-CON,Consumables Item 90,CONSUMABLES,2025-10-06,18,Warehouse 1,2025-09-29,15,Supplier A,10,136,131
80022-024-R00-MDV-SCL-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-07-02,49,Warehouse 1,2024-07-06,33,Supplier E,10,479,463
58732-NEW-153-RAW,Raw Materials Item 246,RAW MATERIALS,2025-07-12,24,Warehouse 2,2025-07-07,34,Supplier C,10,182,153
44161-NEW-382-WOR,Work-In-Progress Item 14,WORK-IN-PROGRESS,2024-07-13,14,Warehouse 2,2024-07-10,17,Supplier D,6,217,190
50918-NEW-898-CON,Consumables Item 9,CONSUMABLES,2024-09-15,25,Warehouse 2,2024-09-10,40,Supplier E,2,112,100
99186-NEW-735-RAW,Raw Materials Item 115,RAW MATERIALS,2024-05-28,100,Warehouse 2,2024-05-24,101,Supplier A,5,223,207
80021-024-R00-NGA-PEL-0050ST-2.0G-PRM,TAG TBAG 050/2.0g/24 PREMIUM - WEST AFRICA,FINISHED GOODS,2024-04-20,11,Warehouse 1,2024-04-23,12,Supplier C,14,63,64
63002-NEW-547-PAC,Packaging Materials Item 201,PACKAGING MATERIALS,2025-07-17,54,Warehouse 2,2025-07-12,62,Supplier D,8,114,109
47729-NEW-714-CON,Consumables Item 208,CONSUMABLES,2024-01-19,75,Warehouse 1,2024-01-16,80,Supplier A,10,268,253
63887-NEW-556-PAC,Packaging Materials Item 44,PACKAGING MATERIALS,2024-11-24,46,Warehouse 1,2024-11-15,60,Supplier B,2,193,168
11466-NEW-127-PAC,Packaging Materials Item 374,PACKAGING MATERIALS,2025-03-11,81,Warehouse 1,2025-03-06,81,Supplier B,7,240,215
99928-NEW-695-RAW,Raw Materials Item 323,RAW MATERIALS,2024-07-02,27,Warehouse 2,2024-06-26,30,Supplier C,5,297,286
23531-NEW-538-RAW,Raw Materials Item 295,RAW MATERIALS,2024-03-19,11,Warehouse 2,2024-03-14,18,Supplier C,6,101,87
80426-006-R00-AUS-DAU-0025ST-1.5G-PM,TAG TBAG 025/1.5g/06 PEPPERMINT,FINISHED GOODS,2024-06-02,29,Warehouse 1,2024-05-27,29,Supplier C,14,423,423
40086-NEW-965-CON,Consumables Item 312,CONSUMABLES,2024-09-19,10,Warehouse 1,2024-09-17,17,Supplier D,8,211,200
56427-NEW-320-WOR,Work-In-Progress Item 279,WORK-IN-PROGRESS,2024-03-21,76,Warehouse 1,2024-03-18,75,Supplier B,5,107,98
96524-NEW-839-RAW,Raw Materials Item 494,RAW MATERIALS,2024-06-04,36,Warehouse 3,2024-05-26,46,Supplier C,4,163,153
80086-012-R00-GBR-WBL-0025FE-2.0G-EB,FOIL ENV TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-07-08,25,Warehouse 1,2024-07-11,37,Supplier B,14,459,471
30929-NEW-719-SPA,Spare Parts Item 294,SPARE PARTS,2025-02-17,36,Warehouse 2,2025-02-13,32,Supplier B,7,172,146
71523-NEW-726-CON,Consumables Item 65,CONSUMABLES,2025-08-19,28,Warehouse 1,2025-08-12,41,Supplier A,3,298,291
80133-024-R00-RUS-BZM-0025ST-2.0G-EB,TAG TBAG 025/2.0g/24 ENGLISH BREAKFAST ROYALE,FINISHED GOODS,2024-06-17,13,Warehouse 1,2024-06-22,42,Supplier E,11,244,273
30626-NEW-368-RAW,Raw Materials Item 39,RAW MATERIALS,2024-12-16,64,Warehouse 3,2024-12-11,65,Supplier D,4,163,143
80089-NEW-353-WOR,Work-In-Progress Item 292,WORK-IN-PROGRESS,2025-09-16,25,Warehouse 3,2025-09-06,33,Supplier D,5,278,266
84452-NEW-110-SPA,Spare Parts Item 261,SPARE PARTS,2024-11-01,23,Warehouse 3,2024-10-30,18,Supplier E,2,117,103
80381-NEW-885-PAC,Packaging Materials Item 298,PACKAGING MATERIALS,2025-01-14,27,Warehouse 2,2025-01-06,24,Supplier A,10,222,213
53560-NEW-983-RAW,Raw Materials Item 239,RAW MATERIALS,2024-05-30,51,Warehouse 3,2024-05-23,57,Supplier E,10,163,147
29739-NEW-315-SPA,Spare Parts Item 369,SPARE PARTS,2024-01-01,94,Warehouse 3,2023-12-23,95,Supplier B,5,173,158
15882-NEW-255-RAW,Raw Materials Item 434,RAW MATERIALS,2024-08-15,53,Warehouse 1,2024-08-08,48,Supplier C,8,295,280
89035-NEW-643-PAC,Packaging Materials Item 429,PACKAGING MATERIALS,2025-08-09,68,Warehouse 3,2025-08-07,82,Supplier D,7,211,206
60033-NEW-358-RAW,Raw Materials Item 47,RAW MATERIALS,2024-05-05,46,Warehouse 3,2024-04-29,51,Supplier C,5,136,126
52023-NEW-776-PAC,Packaging Materials Item 338,PACKAGING MATERIALS,2024-02-01,18,Warehouse 3,2024-01-27,24,Supplier E,6,204,198
39113-NEW-717-CON,Consumables Item 211,CONSUMABLES,2025-08-14,91,Warehouse 1,2025-08-12,92,Supplier C,6,220,198
71525-NEW-834-PAC,Packaging Materials Item 80,PACKAGING MATERIALS,2024-01-03,33,Warehouse 3,2023-12-30,47,Supplier D,5,257,246
19543-NEW-636-PAC,Packaging Materials Item 245,PACKAGING MATERIALS,2025-09-19,17,Warehouse 2,2025-09-14,24,Supplier D,4,201,187
69184-NEW-227-WOR,Work-In-Progress Item 409,WORK-IN-PROGRESS,2025-04-16,36,Warehouse 3,2025-04-06,35,Supplier E,6,235,226
54561-NEW-928-SPA,Spare Parts Item 162,SPARE PARTS,2024-05-02,29,Warehouse 3,2024-04-27,34,Supplier D,6,213,203
80039-016-R00-AUS-DAU-0300ST-2.0G-PRM,TAG TBAG 300/2.0g/16 PREMIUM,FINISHED GOODS,2024-01-11,9,Warehouse 1,2024-01-10,29,Supplier B,5,129,149
41306-NEW-356-WOR,Work-In-Progress Item 254,WORK-IN-PROGRESS,2025-01-23,30,Warehouse 3,2025-01-14,37,Supplier A,4,110,93
61448-NEW-126-PAC,Packaging Materials Item 16,PACKAGING MATERIALS,2024-07-08,37,Warehouse 2,2024-06-29,38,Supplier E,2,156,144
80112-006-BRT-NZL-CGL-0100PT-2.0G-EB,TAGLESS TBAG 100/2.0g + TEA TIMER/06 ENGLISH BREAKFAST,FINISHED GOODS,2024-02-28,26,Warehouse 1,2024-02-20,46,Supplier D,12,90,110
80101-012-R00-THA-GPW-VACCUM-125G-EB,LEAF TEA 125g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-06-18,38,Warehouse 1,2024-06-16,21,Supplier A,7,283,266
51610-NEW-244-SPA,Spare Parts Item 392,SPARE PARTS,2025-04-04,52,Warehouse 1,2025-03-25,63,Supplier B,10,193,170
67718-NEW-670-PAC,Packaging Materials Item 208,PACKAGING MATERIALS,2024-01-13,34,Warehouse 3,2024-01-11,29,Supplier B,5,225,205
13961-NEW-448-CON,Consumables Item 369,CONSUMABLES,2024-05-14,24,Warehouse 2,2024-05-09,39,Supplier A,6,195,170
74467-NEW-600-PAC,Packaging Materials Item 489,PACKAGING MATERIALS,2024-01-19,69,Warehouse 2,2024-01-17,75,Supplier D,6,248,219
79684-NEW-122-RAW,Raw Materials Item 113,RAW MATERIALS,2025-06-18,20,Warehouse 2,2025-06-15,34,Supplier C,5,294,276
35881-NEW-230-CON,Consumables Item 157,CONSUMABLES,2025-04-30,21,Warehouse 1,2025-04-27,16,Supplier C,2,235,219
48279-NEW-976-SPA,Spare Parts Item 198,SPARE PARTS,2025-05-01,65,Warehouse 2,2025-04-21,70,Supplier E,4,136,121
83709-NEW-059-SPA,Spare Parts Item 281,SPARE PARTS,2024-11-22,58,Warehouse 2,2024-11-14,64,Supplier C,4,293,268
15878-NEW-742-WOR,Work-In-Progress Item 278,WORK-IN-PROGRESS,2024-05-03,55,Warehouse 2,2024-04-25,52,Supplier C,8,240,211
73764-NEW-234-SPA,Spare Parts Item 407,SPARE PARTS,2025-06-27,49,Warehouse 2,2025-06-18,61,Supplier A,4,113,92
74205-NEW-091-WOR,Work-In-Progress Item 329,WORK-IN-PROGRESS,2024-03-04,17,Warehouse 1,2024-02-24,25,Supplier B,8,209,191
92641-NEW-621-SPA,Spare Parts Item 285,SPARE PARTS,2024-10-30,22,Warehouse 3,2024-10-26,23,Supplier D,5,229,219
27935-NEW-477-SPA,Spare Parts Item 204,SPARE PARTS,2024-05-17,43,Warehouse 3,2024-05-14,49,Supplier A,2,261,236
60979-NEW-811-CON,Consumables Item 89,CONSUMABLES,2025-06-25,27,Warehouse 1,2025-06-16,39,Supplier D,3,207,200
61267-NEW-929-PAC,Packaging Materials Item 355,PACKAGING MATERIALS,2025-09-21,56,Warehouse 3,2025-09-15,59,Supplier C,6,117,95
86386-NEW-397-SPA,Spare Parts Item 229,SPARE PARTS,2024-11-12,20,Warehouse 3,2024-11-06,27,Supplier C,7,100,80
80009-012-R00-NZL-CGL-0200PT-2.0G-PRM,TAGLESS TBAG 200/2.0g/12 PREMIUM,FINISHED GOODS,2024-01-12,7,Warehouse 1,2024-01-11,25,Supplier D,10,245,263
99788-NEW-507-SPA,Spare Parts Item 71,SPARE PARTS,2024-06-16,17,Warehouse 1,2024-06-09,17,Supplier B,2,250,229
80410-006-R00-CHL-PBL-LEAFTE-100G-CGT,LEAF TEA 100g/06 CEYLON GREEN,FINISHED GOODS,2024-02-09,31,Warehouse 1,2024-02-04,59,Supplier A,14,131,159
19157-NEW-743-RAW,Raw Materials Item 155,RAW MATERIALS,2025-06-08,39,Warehouse 2,2025-05-29,44,Supplier C,5,168,154
65861-NEW-267-RAW,Raw Materials Item 3,RAW MATERIALS,2024-03-27,22,Warehouse 2,2024-03-23,29,Supplier C,5,295,285
30558-NEW-151-CON,Consumables Item 430,CONSUMABLES,2024-05-10,79,Warehouse 3,2024-05-04,89,Supplier B,5,237,217
30836-NEW-869-SPA,Spare Parts Item 51,SPARE PARTS,2025-09-06,31,Warehouse 2,2025-08-28,34,Supplier D,2,287,271
80086-012-R00-USA-DDL-0025FE-2.0G-EB,FOIL ENV TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-04-12,39,Warehouse 1,2024-04-18,27,Supplier C,14,233,221
80100-012-R00-UZB-AZI-VACCUM-125G-CS,LEAF TEA 125g/12 CEYLON SUPREME,FINISHED GOODS,2024-09-30,17,Warehouse 1,2024-09-22,22,Supplier C,9,195,200
75318-NEW-129-WOR,Work-In-Progress Item 384,WORK-IN-PROGRESS,2024-03-13,45,Warehouse 2,2024-03-07,47,Supplier B,2,170,161
34040-NEW-787-PAC,Packaging Materials Item 272,PACKAGING MATERIALS,2025-01-15,71,Warehouse 3,2025-01-13,86,Supplier A,3,170,156
80011-012-R00-PAK-SMC-0025ST-2.0G-PRM,TAG TBAG 025/2.0g/12 PREMIUM,FINISHED GOODS,2024-03-03,25,Warehouse 1,2024-03-09,35,Supplier E,3,360,370
